date,country,state,population,confirmed,confirmed_1d,confirmed_moving_avg_7d,confirmed_moving_avg_7d_rate_14d,confirmed_trend,deaths,deaths_1d,deaths_moving_avg_7d,deaths_moving_avg_7d_rate_14d,deaths_trend,month,year
2021-10-25,Brazil,Ceará,9132078,943004,23,113,1.1770833333333333,upward,24465,0,13,1.3,upward,2021-10,2021
2021-10-26,Brazil,Ceará,9132078,943027,23,108,1.2272727272727273,upward,24478,13,14,1.5555555555555556,upward,2021-10,2021
2021-10-27,Brazil,Ceará,9132078,943135,108,112,1.2873563218390804,upward,24492,14,15,2.142857142857143,upward,2021-10,2021
2021-10-28,Brazil,Ceará,9132078,943297,162,114,1.5405405405405406,upward,24492,0,10,1.25,upward,2021-10,2021
2021-10-29,Brazil,Ceará,9133327,943426,129,98,1.1951219512195121,upward,24496,4,9,1.125,stable,2021-10,2021
2021-10-30,Brazil,Ceará,9133375,943560,134,95,1.507936507936508,upward,24497,1,6,0.6,downward,2021-10,2021
2021-10-31,Brazil,Ceará,9132078,943664,104,98,1.1666666666666667,upward,24497,0,5,0.5,downward,2021-10,2021
2021-11-01,Brazil,Ceará,9132078,943675,11,96,1.0909090909090908,stable,24497,0,5,0.5,downward,2021-11,2021
2021-11-02,Brazil,Ceará,9132078,943719,44,99,1.0206185567010309,stable,24498,1,3,0.3,downward,2021-11,2021
2021-11-03,Brazil,Ceará,9132078,943738,19,87,0.8613861386138614,stable,24499,1,1,0.09090909090909091,downward,2021-11,2021
2021-11-04,Brazil,Ceará,9132078,943752,14,65,0.5963302752293578,downward,24500,1,2,0.14285714285714285,downward,2021-11,2021
2021-11-05,Brazil,Ceará,9132078,944024,272,86,0.7107438016528925,downward,24500,0,1,0.07692307692307693,downward,2021-11,2021
2021-11-06,Brazil,Ceará,9132078,944178,154,89,0.7007874015748031,downward,24503,3,1,0.08333333333333333,downward,2021-11,2021
2021-11-07,Brazil,Ceará,9132078,944250,72,84,0.7304347826086957,downward,24503,0,1,0.07692307692307693,downward,2021-11,2021
2021-11-08,Brazil,Ceará,9132078,944287,37,88,0.7787610619469026,stable,24505,2,2,0.15384615384615385,downward,2021-11,2021
2021-11-09,Brazil,Ceará,9132494,944330,43,88,0.8148148148148148,stable,24522,17,4,0.2857142857142857,downward,2021-11,2021
2021-11-10,Brazil,Ceará,9166215,947860,3530,589,5.258928571428571,upward,24527,5,4,0.26666666666666666,downward,2021-11,2021
2021-11-11,Brazil,Ceará,9132078,947864,4,588,5.157894736842105,upward,24528,1,4,0.4,downward,2021-11,2021
2021-11-12,Brazil,Ceará,9132078,948112,248,584,5.959183673469388,upward,24538,10,6,0.6666666666666666,downward,2021-11,2021
2021-11-13,Brazil,Ceará,9132078,948251,139,582,6.126315789473685,upward,24549,11,7,1.1666666666666667,upward,2021-11,2021
2021-11-14,Brazil,Ceará,9132078,948326,75,583,5.948979591836735,upward,24549,0,7,1.4,upward,2021-11,2021
2021-11-15,Brazil,Ceará,9132078,948384,58,586,6.104166666666667,upward,24554,5,7,1.4,upward,2021-11,2021
2021-11-16,Brazil,Ceará,9132078,948384,0,580,5.858585858585859,upward,24554,0,5,1.6666666666666667,upward,2021-11,2021
2021-11-17,Brazil,Ceará,9132078,948547,163,99,1.1379310344827587,stable,24567,13,6,6.0,upward,2021-11,2021
2021-11-18,Brazil,Ceará,9132078,948585,38,103,1.5846153846153845,upward,24574,7,7,3.5,upward,2021-11,2021
2021-11-19,Brazil,Ceará,9132078,948914,329,115,1.3372093023255813,upward,24582,8,7,7.0,upward,2021-11,2021
2021-11-20,Brazil,Ceará,9132078,949043,129,114,1.2808988764044944,upward,24588,6,6,6.0,upward,2021-11,2021
2021-11-21,Brazil,Ceará,9132078,949128,85,115,1.369047619047619,upward,24588,0,6,6.0,upward,2021-11,2021
2021-11-22,Brazil,Ceará,9132078,949140,12,108,1.2272727272727273,upward,24600,12,7,3.5,upward,2021-11,2021
2021-11-23,Brazil,Ceará,9132078,949181,41,114,1.2954545454545454,upward,24606,6,8,2.0,upward,2021-11,2021
2021-11-24,Brazil,Ceará,9132078,949400,219,122,0.2071307300509338,downward,24615,9,7,1.75,upward,2021-11,2021
2021-11-25,Brazil,Ceará,9132078,949458,58,125,0.21258503401360543,downward,24624,9,8,2.0,upward,2021-11,2021
2021-11-26,Brazil,Ceará,9132972,949551,93,91,0.1558219178082192,downward,24624,0,6,1.0,stable,2021-11,2021
2021-11-27,Brazil,Ceará,9132078,949590,39,79,0.13573883161512026,downward,24624,0,6,0.8571428571428571,stable,2021-11,2021
2021-11-28,Brazil,Ceará,9132078,949599,9,68,0.11663807890222985,downward,24624,0,6,0.8571428571428571,stable,2021-11,2021
2021-11-29,Brazil,Ceará,9132078,949695,96,80,0.13651877133105803,downward,24624,0,4,0.5714285714285714,downward,2021-11,2021
2021-11-30,Brazil,Ceará,9132078,949800,105,89,0.15344827586206897,downward,24659,35,8,1.6,upward,2021-11,2021
2021-12-01,Brazil,Ceará,9132078,951141,1341,249,2.515151515151515,upward,24664,5,7,1.1666666666666667,upward,2021-12,2021
2021-12-02,Brazil,Ceará,9132078,951559,418,301,2.9223300970873787,upward,24667,3,7,1.0,stable,2021-12,2021
2021-12-03,Brazil,Ceará,9132078,951638,79,299,2.6,upward,24667,0,7,1.0,stable,2021-12,2021
2021-12-04,Brazil,Ceará,9132078,951821,183,319,2.7982456140350878,upward,24673,6,7,1.1666666666666667,upward,2021-12,2021
2021-12-05,Brazil,Ceará,9132078,951897,76,329,2.860869565217391,upward,24674,1,8,1.3333333333333333,upward,2021-12,2021
2021-12-06,Brazil,Ceará,9132078,952175,278,355,3.287037037037037,upward,24687,13,9,1.2857142857142858,upward,2021-12,2021
2021-12-07,Brazil,Ceará,9132078,952510,335,388,3.4035087719298245,upward,24691,4,5,0.625,downward,2021-12,2021
2021-12-08,Brazil,Ceará,9132078,952669,159,219,1.7950819672131149,upward,24703,12,6,0.8571428571428571,stable,2021-12,2021
2021-12-09,Brazil,Ceará,9132078,952894,225,191,1.528,upward,24709,6,6,0.75,stable,2021-12,2021
2021-12-10,Brazil,Ceará,9133276,953019,125,198,2.1758241758241756,upward,24717,8,8,1.3333333333333333,upward,2021-12,2021
2021-12-11,Brazil,Ceará,9134627,953160,141,192,2.430379746835443,upward,24720,3,7,1.1666666666666667,upward,2021-12,2021
2021-12-12,Brazil,Ceará,9134713,953169,9,182,2.676470588235294,upward,24721,1,7,1.1666666666666667,upward,2021-12,2021
2021-12-13,Brazil,Ceará,9135384,953239,70,152,1.9,upward,24721,0,5,1.25,upward,2021-12,2021
2021-12-14,Brazil,Ceará,9132078,953294,55,112,1.2584269662921348,upward,24731,10,6,0.75,stable,2021-12,2021
2021-12-15,Brazil,Ceará,9132078,953335,41,96,0.3855421686746988,downward,24738,7,5,0.7142857142857143,downward,2021-12,2021
2021-12-16,Brazil,Ceará,9133237,953456,121,81,0.2691029900332226,downward,24742,4,5,0.7142857142857143,downward,2021-12,2021
2021-12-17,Brazil,Ceará,9134109,953668,212,93,0.3110367892976589,downward,24742,0,4,0.5714285714285714,downward,2021-12,2021
2021-12-18,Brazil,Ceará,9135124,953774,106,88,0.27586206896551724,downward,24749,7,5,0.7142857142857143,downward,2021-12,2021
2021-12-19,Brazil,Ceará,9132078,953865,91,100,0.303951367781155,downward,24749,0,4,0.5,downward,2021-12,2021
2021-12-20,Brazil,Ceará,9132078,953971,106,105,0.29577464788732394,downward,24759,10,6,0.6666666666666666,downward,2021-12,2021
2021-12-21,Brazil,Ceará,9132078,954018,47,104,0.26804123711340205,downward,24760,1,5,1.0,stable,2021-12,2021
2021-12-22,Brazil,Ceará,9132078,954225,207,128,0.5844748858447488,downward,24760,0,4,0.6666666666666666,downward,2021-12,2021
2021-12-23,Brazil,Ceará,9132078,954361,136,130,0.680628272251309,downward,24765,5,4,0.6666666666666666,downward,2021-12,2021
2021-12-24,Brazil,Ceará,9132078,954362,1,100,0.5050505050505051,downward,24765,0,4,0.5,downward,2021-12,2021
2021-12-25,Brazil,Ceará,9132078,954518,156,107,0.5572916666666666,downward,24765,0,3,0.42857142857142855,downward,2021-12,2021
2021-12-26,Brazil,Ceará,9132078,954616,98,108,0.5934065934065934,downward,24765,0,3,0.42857142857142855,downward,2021-12,2021
2021-12-27,Brazil,Ceará,9132078,954669,53,100,0.6578947368421053,downward,24773,8,2,0.4,downward,2021-12,2021
2021-12-28,Brazil,Ceará,9132078,954798,129,112,1.0,stable,24778,5,3,0.5,downward,2021-12,2021
2021-12-29,Brazil,Ceará,9132078,955966,1168,249,2.59375,upward,24792,14,5,1.0,stable,2021-12,2021
2021-12-30,Brazil,Ceará,9132078,956182,216,261,3.2222222222222223,upward,24799,7,5,1.0,stable,2021-12,2021
2021-01-01,Brazil,Distrito Federal,3015268,252077,,,,,4263,,,,,2021-01,2021
2021-01-02,Brazil,Distrito Federal,3015268,252874,797,,,,4268,5,,,,2021-01,2021
2021-01-03,Brazil,Distrito Federal,3015268,253355,481,,,,4269,1,,,,2021-01,2021
2021-01-04,Brazil,Distrito Federal,3015268,254310,955,,,,4289,20,,,,2021-01,2021
2021-01-05,Brazil,Distrito Federal,3026647,255875,1565,,,,4328,39,,,,2021-01,2021
2021-01-06,Brazil,Distrito Federal,3015268,255875,0,,,,4328,0,,,,2021-01,2021
2021-01-07,Brazil,Distrito Federal,3015268,256682,807,,,,4337,9,,,,2021-01,2021
2021-01-08,Brazil,Distrito Federal,3015268,257355,673,754,,,4345,8,12,,,2021-01,2021
2021-01-09,Brazil,Distrito Federal,3015268,258153,798,755,,,4351,6,12,,,2021-01,2021
2021-01-10,Brazil,Distrito Federal,3015268,258811,658,780,,,4356,5,13,,,2021-01,2021
2021-01-11,Brazil,Distrito Federal,3015268,259797,986,784,,,4368,12,12,,,2021-01,2021
2021-01-12,Brazil,Distrito Federal,3015268,260797,1000,704,,,4375,7,7,,,2021-01,2021
2021-01-13,Brazil,Distrito Federal,3015268,261456,659,798,,,4388,13,9,,,2021-01,2021
2021-01-14,Brazil,Distrito Federal,3015268,262222,766,792,,,4399,11,9,,,2021-01,2021
2021-01-15,Brazil,Distrito Federal,3015268,262928,706,797,,,4406,7,9,,,2021-01,2021
2021-01-16,Brazil,Distrito Federal,3015268,263756,828,801,,,4412,6,9,,,2021-01,2021
2021-01-17,Brazil,Distrito Federal,3015268,264227,471,774,,,4421,9,10,,,2021-01,2021
2021-01-18,Brazil,Distrito Federal,3015268,265274,1047,783,,,4427,6,9,,,2021-01,2021
2021-01-19,Brazil,Distrito Federal,3015268,265886,612,727,,,4436,9,9,,,2021-01,2021
2021-01-20,Brazil,Distrito Federal,3015268,266506,620,722,,,4442,6,8,,,2021-01,2021
2021-01-21,Brazil,Distrito Federal,3015268,267340,834,732,,,4452,10,8,,,2021-01,2021
2021-01-22,Brazil,Distrito Federal,3015268,268394,1054,781,1.0358090185676392,stable,4460,8,8,0.6666666666666666,downward,2021-01,2021
2021-01-23,Brazil,Distrito Federal,3015268,269350,956,800,1.0596026490066226,stable,4468,8,8,0.6666666666666666,downward,2021-01,2021
2021-01-24,Brazil,Distrito Federal,3015268,270171,821,850,1.0897435897435896,stable,4476,8,8,0.6153846153846154,downward,2021-01,2021
2021-01-25,Brazil,Distrito Federal,3015268,271319,1148,864,1.1020408163265305,stable,4490,14,9,0.75,stable,2021-01,2021
2021-01-26,Brazil,Distrito Federal,3015268,272375,1056,927,1.3167613636363635,upward,4505,15,10,1.4285714285714286,upward,2021-01,2021
2021-01-27,Brazil,Distrito Federal,3015268,273427,1052,989,1.2393483709273183,upward,4508,3,10,1.1111111111111112,stable,2021-01,2021
2021-01-28,Brazil,Distrito Federal,3015268,274601,1174,1038,1.3106060606060606,upward,4519,11,10,1.1111111111111112,stable,2021-01,2021
2021-01-29,Brazil,Distrito Federal,3015268,275688,1087,1042,1.3074027603513174,upward,4533,14,11,1.2222222222222223,upward,2021-01,2021
2021-01-30,Brazil,Distrito Federal,3015268,276572,884,1032,1.2883895131086143,upward,4545,12,11,1.2222222222222223,upward,2021-01,2021
2021-01-31,Brazil,Distrito Federal,3015268,277110,538,992,1.2816537467700257,upward,4554,9,12,1.2,upward,2021-01,2021
2021-02-01,Brazil,Distrito Federal,3015268,277907,797,942,1.2030651340996168,upward,4564,10,11,1.2222222222222223,upward,2021-02,2021
2021-02-02,Brazil,Distrito Federal,3015268,278316,409,849,1.1678129298486932,upward,4573,9,10,1.1111111111111112,stable,2021-02,2021
2021-02-03,Brazil,Distrito Federal,3015268,278972,656,793,1.0983379501385042,stable,4582,9,11,1.375,upward,2021-02,2021
2021-02-04,Brazil,Distrito Federal,3015268,279402,430,686,0.9371584699453552,stable,4591,9,11,1.375,upward,2021-02,2021
2021-02-05,Brazil,Distrito Federal,3015268,280026,624,620,0.793854033290653,stable,4600,9,10,1.25,upward,2021-02,2021
2021-02-06,Brazil,Distrito Federal,3021438,280599,573,576,0.72,downward,4608,8,9,1.125,stable,2021-02,2021
2021-02-07,Brazil,Distrito Federal,3015268,281002,403,556,0.6541176470588236,downward,4618,10,10,1.25,upward,2021-02,2021
2021-02-08,Brazil,Distrito Federal,3021105,281546,544,520,0.6018518518518519,downward,4631,13,10,1.1111111111111112,stable,2021-02,2021
2021-02-09,Brazil,Distrito Federal,3015268,282071,525,537,0.5792880258899676,downward,4641,10,10,1.0,stable,2021-02,2021
2021-02-10,Brazil,Distrito Federal,3015268,282649,578,526,0.531850353892821,downward,4649,8,10,1.0,stable,2021-02,2021
2021-02-11,Brazil,Distrito Federal,3015268,283194,545,542,0.5221579961464354,downward,4660,11,10,1.0,stable,2021-02,2021
2021-02-12,Brazil,Distrito Federal,3015268,283706,512,526,0.5047984644913628,downward,4671,11,11,1.0,stable,2021-02,2021
2021-02-13,Brazil,Distrito Federal,3015268,284301,595,529,0.5125968992248062,downward,4680,9,11,1.0,stable,2021-02,2021
2021-02-14,Brazil,Distrito Federal,3015268,284838,537,548,0.5524193548387096,downward,4688,8,10,0.8333333333333334,stable,2021-02,2021
2021-02-15,Brazil,Distrito Federal,3015268,285576,738,576,0.6114649681528662,downward,4697,9,10,0.9090909090909091,stable,2021-02,2021
2021-02-16,Brazil,Distrito Federal,3015268,286137,561,581,0.6843345111896348,downward,4708,11,10,1.0,stable,2021-02,2021
2021-02-17,Brazil,Distrito Federal,3015268,286720,583,582,0.733921815889029,downward,4718,10,10,0.9090909090909091,stable,2021-02,2021
2021-02-18,Brazil,Distrito Federal,3015268,287365,645,596,0.8688046647230321,stable,4728,10,10,0.9090909090909091,stable,2021-02,2021
2021-02-19,Brazil,Distrito Federal,3015268,288229,864,647,1.043548387096774,stable,4738,10,10,1.0,stable,2021-02,2021
2021-02-20,Brazil,Distrito Federal,3015268,288977,748,668,1.1597222222222223,upward,4747,9,10,1.1111111111111112,stable,2021-02,2021
2021-02-21,Brazil,Distrito Federal,3015268,289820,843,712,1.2805755395683454,upward,4757,10,10,1.0,stable,2021-02,2021
2021-02-22,Brazil,Distrito Federal,3015268,290771,951,743,1.4288461538461539,upward,4766,9,10,1.0,stable,2021-02,2021
2021-02-23,Brazil,Distrito Federal,3015268,291353,582,746,1.3891992551210428,upward,4775,9,10,1.0,stable,2021-02,2021
2021-02-24,Brazil,Distrito Federal,3015268,292714,1361,857,1.629277566539924,upward,4791,16,11,1.1,stable,2021-02,2021
2021-02-25,Brazil,Distrito Federal,3015268,293782,1068,917,1.6918819188191883,upward,4805,14,11,1.1,stable,2021-02,2021
2021-02-26,Brazil,Distrito Federal,3015268,294911,1129,955,1.8155893536121672,upward,4819,14,12,1.0909090909090908,stable,2021-02,2021
2021-02-27,Brazil,Distrito Federal,3015268,295615,704,949,1.7939508506616257,upward,4831,12,12,1.0909090909090908,stable,2021-02,2021
2021-02-28,Brazil,Distrito Federal,3015268,296694,1079,982,1.7919708029197081,upward,4838,7,12,1.2,upward,2021-02,2021
2021-03-01,Brazil,Distrito Federal,3015268,298836,2142,1153,2.001736111111111,upward,4865,27,15,1.5,upward,2021-03,2021
2021-03-02,Brazil,Distrito Federal,3015268,299399,563,1150,1.9793459552495698,upward,4887,22,16,1.6,upward,2021-03,2021
2021-03-03,Brazil,Distrito Federal,3015268,300919,1520,1173,2.015463917525773,upward,4900,13,16,1.6,upward,2021-03,2021
2021-03-04,Brazil,Distrito Federal,3015268,302185,1266,1201,2.0151006711409396,upward,4918,18,17,1.7,upward,2021-03,2021
2021-03-05,Brazil,Distrito Federal,3015268,303685,1500,1254,1.938176197836167,upward,4933,15,17,1.7,upward,2021-03,2021
2021-03-06,Brazil,Distrito Federal,3015268,305377,1692,1395,2.088323353293413,upward,4950,17,17,1.7,upward,2021-03,2021
2021-03-07,Brazil,Distrito Federal,3015268,306251,874,1366,1.9185393258426966,upward,4962,12,18,1.8,upward,2021-03,2021
2021-03-08,Brazil,Distrito Federal,3015268,308539,2288,1387,1.866756393001346,upward,4979,17,17,1.7,upward,2021-03,2021
2021-03-09,Brazil,Distrito Federal,3015268,309547,1008,1450,1.9436997319034852,upward,5002,23,17,1.7,upward,2021-03,2021
2021-03-10,Brazil,Distrito Federal,3015268,311098,1551,1455,1.6977829638273045,upward,5027,25,19,1.7272727272727273,upward,2021-03,2021
2021-03-11,Brazil,Distrito Federal,3015268,312956,1858,1539,1.678298800436205,upward,5048,21,19,1.7272727272727273,upward,2021-03,2021
2021-03-12,Brazil,Distrito Federal,3015268,314521,1565,1548,1.6209424083769635,upward,5082,34,22,1.8333333333333333,upward,2021-03,2021
2021-03-13,Brazil,Distrito Federal,3015268,316181,1660,1544,1.6269757639620652,upward,5097,15,21,1.75,upward,2021-03,2021
2021-03-14,Brazil,Distrito Federal,3015268,317880,1699,1662,1.6924643584521384,upward,5116,19,22,1.8333333333333333,upward,2021-03,2021
2021-03-15,Brazil,Distrito Federal,3015268,319936,2056,1629,1.4128360797918473,upward,5145,29,24,1.6,upward,2021-03,2021
2021-03-16,Brazil,Distrito Federal,3015268,321365,1429,1689,1.468695652173913,upward,5176,31,25,1.5625,upward,2021-03,2021
2021-03-17,Brazil,Distrito Federal,3015268,322686,1321,1656,1.411764705882353,upward,5206,30,26,1.625,upward,2021-03,2021
2021-03-18,Brazil,Distrito Federal,3015268,324576,1890,1660,1.3821815154038302,upward,5274,68,33,1.9411764705882353,upward,2021-03,2021
2021-03-19,Brazil,Distrito Federal,3015268,326083,1507,1652,1.3173843700159489,upward,5321,47,35,2.0588235294117645,upward,2021-03,2021
2021-03-20,Brazil,Distrito Federal,3015268,327822,1739,1663,1.1921146953405017,upward,5355,34,37,2.176470588235294,upward,2021-03,2021
2021-03-21,Brazil,Distrito Federal,3015268,328902,1080,1575,1.1530014641288433,upward,5382,27,38,2.111111111111111,upward,2021-03,2021
2021-03-22,Brazil,Distrito Federal,3015268,330756,1854,1546,1.1146359048305696,stable,5441,59,43,2.5294117647058822,upward,2021-03,2021
2021-03-23,Brazil,Distrito Federal,3015268,332153,1397,1542,1.063448275862069,stable,5503,62,47,2.764705882352941,upward,2021-03,2021
2021-03-24,Brazil,Distrito Federal,3015268,333348,1195,1524,1.0474226804123712,stable,5553,50,50,2.6315789473684212,upward,2021-03,2021
2021-03-25,Brazil,Distrito Federal,3015268,335153,1805,1511,0.98180636777128,stable,5610,57,48,2.526315789473684,upward,2021-03,2021
2021-03-26,Brazil,Distrito Federal,3015268,337294,2141,1602,1.0348837209302326,stable,5674,64,51,2.3181818181818183,upward,2021-03,2021
2021-03-27,Brazil,Distrito Federal,3015268,338930,1636,1587,1.0278497409326426,stable,5717,43,52,2.4761904761904763,upward,2021-03,2021
2021-03-28,Brazil,Distrito Federal,3015268,340166,1236,1610,0.9687123947051745,stable,5757,40,54,2.4545454545454546,upward,2021-03,2021
2021-03-29,Brazil,Distrito Federal,3015268,341758,1592,1572,0.9650092081031307,stable,5818,61,54,2.25,upward,2021-03,2021
2021-03-30,Brazil,Distrito Federal,3015268,343111,1353,1566,0.9271758436944938,stable,5912,94,59,2.36,upward,2021-03,2021
2021-03-31,Brazil,Distrito Federal,3015268,344364,1253,1574,0.9504830917874396,stable,6029,117,68,2.6153846153846154,upward,2021-03,2021
2021-04-01,Brazil,Distrito Federal,3015268,345682,1318,1505,0.9066265060240963,stable,6150,121,78,2.3636363636363638,upward,2021-04,2021
2021-04-02,Brazil,Distrito Federal,3015268,346873,1191,1369,0.8286924939467313,stable,6207,57,77,2.2,upward,2021-04,2021
2021-04-03,Brazil,Distrito Federal,3015268,348687,1814,1394,0.8382441371016236,stable,6235,28,74,2.0,upward,2021-04,2021
2021-04-04,Brazil,Distrito Federal,3015268,349775,1088,1373,0.8717460317460317,stable,6288,53,76,2.0,upward,2021-04,2021
2021-04-05,Brazil,Distrito Federal,3015268,351163,1388,1344,0.869340232858991,stable,6366,78,79,1.8372093023255813,upward,2021-04,2021
2021-04-06,Brazil,Distrito Federal,3015268,352067,904,1280,0.8300907911802854,stable,6449,83,77,1.6382978723404256,upward,2021-04,2021
2021-04-07,Brazil,Distrito Federal,3015268,353206,1139,1264,0.8293963254593176,stable,6532,83,72,1.44,upward,2021-04,2021
2021-04-08,Brazil,Distrito Federal,3015268,354816,1610,1305,0.8636664460622104,stable,6609,77,66,1.375,upward,2021-04,2021
2021-04-09,Brazil,Distrito Federal,3015268,356558,1742,1384,0.8639200998751561,stable,6676,67,67,1.3137254901960784,upward,2021-04,2021
2021-04-10,Brazil,Distrito Federal,3015268,357761,1203,1297,0.8172652804032766,stable,6709,33,68,1.3076923076923077,upward,2021-04,2021
2021-04-11,Brazil,Distrito Federal,3015268,359122,1361,1336,0.8298136645962733,stable,6754,45,67,1.2407407407407407,upward,2021-04,2021
2021-04-12,Brazil,Distrito Federal,3015268,360124,1002,1281,0.8148854961832062,stable,6840,86,68,1.2592592592592593,upward,2021-04,2021
2021-04-13,Brazil,Distrito Federal,3015268,361023,899,1280,0.8173690932311622,stable,6906,66,66,1.11864406779661,stable,2021-04,2021
2021-04-14,Brazil,Distrito Federal,3015268,362379,1356,1311,0.8329097839898348,stable,6972,66,63,0.9264705882352942,stable,2021-04,2021
2021-04-15,Brazil,Distrito Federal,3015268,363344,965,1219,0.8099667774086379,stable,7049,77,63,0.8076923076923077,stable,2021-04,2021
2021-04-16,Brazil,Distrito Federal,3015268,364452,1108,1128,0.8239590942293645,stable,7125,76,65,0.8441558441558441,stable,2021-04,2021
2021-04-17,Brazil,Distrito Federal,3015268,365646,1194,1127,0.8084648493543759,stable,7172,47,67,0.9054054054054054,stable,2021-04,2021
2021-04-18,Brazil,Distrito Federal,3015268,366708,1062,1084,0.7895120174799709,stable,7210,38,66,0.868421052631579,stable,2021-04,2021
2021-04-19,Brazil,Distrito Federal,3015268,367969,1261,1121,0.8340773809523809,stable,7284,74,64,0.810126582278481,stable,2021-04,2021
2021-04-20,Brazil,Distrito Federal,3015268,368924,955,1129,0.88203125,stable,7344,60,63,0.8181818181818182,stable,2021-04,2021
2021-04-21,Brazil,Distrito Federal,3015268,369808,884,1062,0.8401898734177216,stable,7388,44,60,0.8333333333333334,stable,2021-04,2021
2021-04-22,Brazil,Distrito Federal,3015268,370686,878,1049,0.803831417624521,stable,7440,52,56,0.8484848484848485,stable,2021-04,2021
2021-04-23,Brazil,Distrito Federal,3015268,371719,1033,1039,0.7507225433526011,stable,7494,54,53,0.7910447761194029,stable,2021-04,2021
2021-04-24,Brazil,Distrito Federal,3015268,372563,844,989,0.7625289128758674,stable,7534,40,52,0.7647058823529411,stable,2021-04,2021
2021-04-25,Brazil,Distrito Federal,3015268,373501,938,971,0.7267964071856288,downward,7569,35,52,0.7761194029850746,stable,2021-04,2021
2021-04-26,Brazil,Distrito Federal,3015268,374588,1087,946,0.7384855581576893,downward,7628,59,50,0.7352941176470589,downward,2021-04,2021
2021-04-27,Brazil,Distrito Federal,3015268,375506,918,941,0.73515625,downward,7669,41,47,0.7121212121212122,downward,2021-04,2021
2021-04-28,Brazil,Distrito Federal,3015268,376727,1221,989,0.7543859649122807,stable,7718,49,48,0.7619047619047619,stable,2021-04,2021
2021-04-29,Brazil,Distrito Federal,3015268,377656,929,996,0.8170631665299426,stable,7761,43,46,0.7301587301587301,downward,2021-04,2021
2021-04-30,Brazil,Distrito Federal,3015268,378783,1127,1010,0.8953900709219859,stable,7798,37,44,0.676923076923077,downward,2021-04,2021
2021-05-01,Brazil,Distrito Federal,3015268,379752,969,1027,0.9112688553682342,stable,7826,28,42,0.6268656716417911,downward,2021-05,2021
2021-05-02,Brazil,Distrito Federal,3015268,380639,887,1020,0.940959409594096,stable,7855,29,41,0.6212121212121212,downward,2021-05,2021
2021-05-03,Brazil,Distrito Federal,3015268,381468,829,983,0.8768956289027654,stable,7883,28,37,0.578125,downward,2021-05,2021
2021-05-04,Brazil,Distrito Federal,3015268,382231,763,961,0.8511957484499557,stable,7926,43,37,0.5873015873015873,downward,2021-05,2021
2021-05-05,Brazil,Distrito Federal,3015268,383030,799,901,0.8483992467043314,stable,7978,52,38,0.6333333333333333,downward,2021-05,2021
2021-05-06,Brazil,Distrito Federal,3015268,384031,1001,911,0.8684461391801716,stable,8026,48,38,0.6785714285714286,downward,2021-05,2021
2021-05-07,Brazil,Distrito Federal,3015268,384851,820,867,0.8344562078922041,stable,8056,30,37,0.6981132075471698,downward,2021-05,2021
2021-05-08,Brazil,Distrito Federal,3015268,385763,912,859,0.8685540950455005,stable,8087,31,38,0.7307692307692307,downward,2021-05,2021
2021-05-09,Brazil,Distrito Federal,3015268,386688,925,865,0.8908341915550978,stable,8113,26,37,0.7115384615384616,downward,2021-05,2021
2021-05-10,Brazil,Distrito Federal,3015268,387520,832,865,0.9143763213530656,stable,8150,37,39,0.78,stable,2021-05,2021
2021-05-11,Brazil,Distrito Federal,3015268,388286,766,865,0.9192348565356004,stable,8184,34,37,0.7872340425531915,stable,2021-05,2021
2021-05-12,Brazil,Distrito Federal,3015268,389178,892,879,0.8887765419615774,stable,8217,33,35,0.7291666666666666,downward,2021-05,2021
2021-05-13,Brazil,Distrito Federal,3015268,390117,939,870,0.8734939759036144,stable,8251,34,33,0.717391304347826,downward,2021-05,2021
2021-05-14,Brazil,Distrito Federal,3015268,390805,688,851,0.8425742574257425,stable,8275,24,32,0.7272727272727273,downward,2021-05,2021
2021-05-15,Brazil,Distrito Federal,3015268,391688,883,847,0.824732229795521,stable,8298,23,31,0.7380952380952381,downward,2021-05,2021
2021-05-16,Brazil,Distrito Federal,3015268,392582,894,842,0.8254901960784313,stable,8317,19,30,0.7317073170731707,downward,2021-05,2021
2021-05-17,Brazil,Distrito Federal,3015268,393631,1049,873,0.8880976602238047,stable,8345,28,28,0.7567567567567568,stable,2021-05,2021
2021-05-18,Brazil,Distrito Federal,3015268,394223,592,849,0.8834547346514048,stable,8366,21,26,0.7027027027027027,downward,2021-05,2021
2021-05-19,Brazil,Distrito Federal,3015268,395213,990,863,0.9578246392896781,stable,8399,33,26,0.6842105263157895,downward,2021-05,2021
2021-05-20,Brazil,Distrito Federal,3015268,396087,874,853,0.9363336992316136,stable,8422,23,25,0.6578947368421053,downward,2021-05,2021
2021-05-21,Brazil,Distrito Federal,3015268,396985,898,883,1.0184544405997693,stable,8442,20,24,0.6486486486486487,downward,2021-05,2021
2021-05-22,Brazil,Distrito Federal,3015268,397715,730,861,1.0023282887077998,stable,8450,8,22,0.5789473684210527,downward,2021-05,2021
2021-05-23,Brazil,Distrito Federal,3015268,398450,735,839,0.9699421965317919,stable,8466,16,22,0.5945945945945946,downward,2021-05,2021
2021-05-24,Brazil,Distrito Federal,3015268,399349,899,817,0.9445086705202312,stable,8483,17,20,0.5128205128205128,downward,2021-05,2021
2021-05-25,Brazil,Distrito Federal,3015268,400188,839,853,0.9861271676300578,stable,8514,31,22,0.5945945945945946,downward,2021-05,2021
